poem_name,poem_meter,poem_content,line_count
أرى موضع المعروف لو أستطيعه,طويل,"أَرى مَوضِعَ المَعروفِ لَو أَستَطيعُهُ
وَأُغضي وَلَو شاءَ الغِنى لِيَ لَم أُغضِ
أُلاحِظُ خَلّاتِ الكِرامِ بِغُصَّةٍ
وَيَقصُرُ مالي عَن بُلوعِ الَّذي يُرضي
وَأَقبِضُ كَفّي عَن عَطايَ وَقَد يُرى
ذَهابي بِها عِندَ الفُضولِ عَنِ القَبضِ
تُقَتِّلُنا هَذي اللَيالي وَلا تَدي
وَتَستَقرِضُ الأَيّامُ مِنّا وَلا تَقضي
وَلَولا النَدى ما طَأطَأَ العُدمُ هامَتي
وَلا كانَ يُنضيني مِنَ الهَمِّ ما يُنضي
وَكَيفَ وُفورُ العِرضِ وَالمالُ وافِرٌ
وَمَن يَخزُنِ الأَموالَ يُنفِق مِنَ العِرضِ
وَمِن عَدَمٍ أَقري النَوازِلَ عِذرَةً
وَلَو حَلَّ لي لَحمي قَرَيتُهُمُ بَعضي",7
ويخطئ عذري وجه جرمي عندها,طويل,"وَيُخطِئ عُذري وَجهَ جُرمِيَ عِندَها
فَأَجني إِلَيها الذَنبَ مِن حَيثُ لا أَدري
إِذا أَذنَبَت أَعدَدتُ عُذراً لِذَنبِها
فَإِن سَخَطَت كانَ اِعتِذاري مِنَ العُذرِ
يَذكُرنيكِ اليَأسُ في حَضرَةِ المُنى
وَإِن كُنتُ لَم أَذكُركِ إِلّا عَلى ذِكرِ",3
تلوم على ترك الغنى باهلية,طويل,"تلوم على ترك الغنى باهلية
نفى الدهر عنها كل طرف وتالد
ترى حولها النسوان يرفلن كالدمى
قلدة اعناقها بالقلائد
فقلت لها لما رأيت دموعها
تحدرن فوق الخذ مثل الفرائد
أسرك اني نلت مانال جعفر
من الحال او مانال يحى بن خالد
وان امير المؤمنين اعضنى
معضهما بالمرهفات البوارد
ذريني تجئني ميتتى مطمئنة
ولم اتجثم هول تلك الموارد
فان عليات الامور مشوبة
بمستودعات في بطون الاساود",7
لعمري لقد زار العبيدي رهطه,طويل,"لَعَمري لَقَد زارَ العُبَيدِيُّ رَهطَهُ
بِخَيرٍ عَلى بُعدٍ زِيارَةَ أَشأَما
فَأَظعَنتَ مَن يَرجو الكَرامَةَ مِنهُمُ
وَخَيَّبتَ مَن يُعطي العَطاءَ المُكَرَّما
وَأَلفَيتَنا بِالجَفرِ يَومَ أَتَيتَن
أَخاً وَاِبنَ عَمٍّ يَومَ ذَلِكَ وَاِبنَما
وَأَلفَيتَنا رُمحاً عَلى الناسِ واحِد
فَنَظلِمُ أَو نَأبى عَلى مَن تَظَلَّما
وَأَصبَحتَ قَد فَرَّقتَ بَينَ مَحَلِّن
إِذا ما اِلتَقى الجَمعانِ لَن نَتَكَلَّما
فَلَيتَكَ حالَ البَحرُ دونَكَ كُلُّهُ
وَمَن بِالمَرادي مِن فَصيحٍ وَأَعجَمِ",6
إذا استشرفت عيانك جانب تلعة,طويل,"إذا استشرفت عيناك جانب تَلعةٍ
جَلَت لك أُخرى من رُبَاها جوانبا
يُضَاحِكُنا نَوَّارها فكأنَّما
نُغَازل بين الرَّوض منها حَبَائبا
تبَسَّم فيها الأُقحوَان فخِلتُهُ
تلَقَّاكَ مرتاحاً إِليكَ مُدَاعِبا
وَحَلَّ نقاب الوَردِ فاهتزَّ يَدَّعى
بواديه في وَردِ الخدود مَنَاسبا
أقولُ وما في الأرضِ غيرُ قرارةٍ
تُصافحُ رَوضاً حَولها متقارباً
أباتت يَدُ الأستاذِ بين رياضها
تَدفَّقُ أم أهدَت إليها سَحَائبا
أألبسَها أَخلاقَه الغُرَّ فاغتدَت
كواكبها تَجلُو علينا كَوكَبا
أَوشَّت حواشيها خَوَاطرُ فكرِهِ
فأبدَت من الزهر الأَنيق غَرائبا
أَهَزَّ الصَّبا قُضبَانَهَا كاهتزازه
إذا لَمَست كفَّيه كَفَّك طالبا
أَخالته يصبُو نحوها فتزيَّنَت
تؤمِّل أن يختارَ منها مَلاعبا",10
بني نهشل هلا أصابت رماحكم,طويل,"بَني نَهشَلٍ هَلّا أَصابَت رِماحُكُم
عَلى حَنثَلٍ فيما يُصادِفنَ مَربَعا
وَجَدتُم زَباباً كانَ أَضعَفَ ناصِراً
وَأَقرَبَ مِن دارِ الهَوانِ وَأَضرَعا
قَتَلتُم بِهِ ثَولَ الضِباعِ فَغادَرَت
مَناصِلُكُم مِنهُ خَصيلاً مُوَضَّعا
فَكَيفَ يَنامُ اِبنا صُبَيحٍ وَمِربَعٌ
عَلى حَنثَلٍ يُسقى الحَليبَ المُنَقَّعا",4
هلا ابتكرت لبين أنت مبتكر,طويل,"هَلَّا ابتَكرْتَ لبَينٍ أنتَ مُبْتَكِرُ
هَيهاتَ يأبى عَليْكَ اللَّهُ وَالقَدَرُ
مَا زِلْتُ أبكِي حِذارَ البَينِ مُلْتَهفاً
حَتَّى رَثى ليَ فِيكَ الرِّيحُ وَالمَطَرُ
يا بَردَهُ مِنْ حَيا مُزنٍ على كَبِدٍ
نِيرانُها بِغليلِ الشَّوْقِ تَسْتَعِرُ
آلَيتُ ألا أرى شمساً ولا قمراً
حتى أرَاكَ فأنتَ الشمسُ والقمرُ",4
تظلم عمرو من هجائي وقد علت,طويل,"تظلَّمَ عمروٌ من هِجائي وقد عَلَتْ
بما قلتُ فيه حالُهُ ومراتبُهْ
وأغفلَ ظُلمِيهِ بقَصْدِيه راغباً
فواعجباً والدهرُ جمٌّ عجائبُهْ
ويا من جنى قَصْدي أبا الخَطْم إنه
تمنَّع واعتاصَتْ عليَّ مطالبُهْ
أُعيذُكَ من طَعْنِ الأعادي وقولهم
جَوادٌ تقضَّت من نَداهُ مآربُهْ",4
عسى نفحات اسم الرحيم وروحه,طويل,"عسى نفحات اسم الرحيم وروحه
تهب على ضري بروح ورحمة
عسى نفحات اسم الرحيم بسبقها
تدارك انقاذي بمحو خطيئتي
عسى نفحات اسم الرحيم حنانها
قريب على قدر العنا والبلية
عسى نفحات اسم الرحيم تحفني
لطائفها بالصالحات وبالتي
عسى نفحات اسم الرحيم وشيكة
تعاجل بالتفريج همي وغمتي
عسى نفحات اسم الرحيم تمدني
بفضل وغفران ولطف وعصمة
عسى نفحات اسم الرحيم تواردت
بعارفة الحسنى على حل عقدتي
عسى نفحات اسم الرحيم تكون لي
على خطة أعيت محالي وقوتي
عسى نفحات اسم الرحيم تنيلني
بوسع ندى يجتاح فقري وعسرتي
عسى نفحات اسم الرحيم تقوم بي
وقد قعدت عني رجالي وأسرتي
عسى نفحات اسم الرحيم تغيثني
فواللّه ما ضاقت بأية فطرة",11
مشوق كساه البين ثم التباعد,طويل,"مَشوقٌ كَساهُ البَينُ ثمّ التباعُدُ
ثِيابَ نحولٍ ماتَ فيها التّجالُدُ
وَأَسلَمَهُ بُعدُ الأَحبَّةِ لِلضّنى
يَموتُ بِهِ وَجداً وَيَحيا التّواجُدُ
وَهَل مُسعِفٌ تُطفى بِهِ جَمرَةُ النّوى
وَهَيهات هَيهات أَينَ المُساعِدُ
عَلى أَنّها تطفى العقولُ تحيلُهُ
بِدونِ تَلاقينا وَأَنّى أُشاهِدُ
وَلَو أَنّ ما أَلقى مِنَ البُعدِ وَالنّوى
عَلى جَبلٍ مِنهُ الصّخورُ الجَلامِدُ
لَذابَ وَلَم يُبقِ النَّوى أَثَراً لَهُ
وَأَصبَحَ لا رَسمٌ لَهُ وَمَعاهِدُ
أَحِبّةَ قَلبي عَن عُيوني نَأيتُمُ
وَكُلٌّ بِأَحشائي مُقيمٌ وَقاعِدُ
أَحِبّةَ قَلبي إِنَّ وَجدي بِحبّكُم
يَزيدُ وَيَحيا فيكُم وَهوَ خالِدُ
وَفِيَّ تَمادى الشّوقُ وَاِستَحكَمَ الضّنا
وَرَقَّ لأَحوالي عَدوٌّ وَحاسِدُ
فَإِنْ جاحِدٌ يَجحَدْ كَلامي فَقلبُكم
عَلى صِدْقِ دَعوانا دَليلٌ وَشاهِدُ
سَقَى اللَّهُ أَوقاتاً تَقَضَّتْ بِقُربِكُم
وَإِنّي عَلَيها الدّهرَ مُثْنٍ وَحامِدُ
شَرِبتُ بِها خَمرَ السّمارِ لَذيذَةً
بِكَأسِ الصّفا تَلتَذّ مِنها المَوارِدُ
فَلا أَوحشَ الرّحمنُ مِنكُم مَجالِساً
تَشرَّف مِنها لَو حَلَلتُم مَقاعِدُ
أَضاءَت بِكُم نوراً وَطابَت رَوائِحاً
وَزَيَّنها مِن دُرِّ فيكم فَرائِدُ
وَرَدَّ لَنا فيها اِجتِماعاً بِأُنسكُم
وَساعَد فيهِ فَهوَ نِعمَ المُساعِدُ",15
تقول وقد غالبتها أم خالد,طويل,"تقولُ وَقَد غالبتُها أُمُّ خالدٍ
على مالِها أُغرِقت دَيناً فأَقصِرِ
أبى القَصرَ من يأوي إذا الليل جنَّني
إلى ضوءِ ناري من فَقيرٍ وَمُقتِرِ
أيا موقِدَي ناري أرفَعاها لعلَّها
تَشُبُّ لِمُقوٍ آخِرَ الليلِ مُقفِرِ
آَمِن راكبٍ أمسى بِظَهرِ تَنوفَةٍ
أُواريكَ أم مِن جارِيَ المُتَنَظَّرِ
وَلا قِدرَ دونَ الجارِ إلّا ذَميمةٌ
وَهذا المُقاسي لَيلَةً ذاتَ مُنكَرِ
تكادُ الصَبا تبتزُّهُ مِن ثيابهِ
على الرَحلِ إلّا من قميصٍ ذاتَ مُنكَرِ
وماذا علينا أن يُخالِسَ ضوءَها
كريمٌ نَثاهُ شاحِبُ المُتَحَمَّرِ
سلي الطارقَ المُعتَرَّ يا أُمَّ مالكٍ
إذا ما أتاني بينَ قِدري وَمجزِري
أَأَبسُطُ وَجهي إنَّهُ أَوَّلُ القِرى
وأبذُلُ مَعروفي لَهُ دونَ مُنكَري
فلا قَصرَ حتى يفرجَ الغيثَ من أوى
إلى جَنبِ رَحلي كلُّ أَشعَثَ أغبَرِ
أَقي العِرضَ بالمالِ التلادِ وما عسى
أَخوكَ إذا ما ضَيَّعَ العرضَ يَشتَري
يؤدي إليَّ النَيلَ قِنيانَ ماجدٍ
كريمٍ وَمالي سارِحاً مالُ مُقتِرِ
إذا مِتُّ يوماً فاحضِري أمَّ خالدٍ
تراثَكِ من طِرفٍ وَسَيفٍ وأَقدُرِ",13
سارسل من شعر على البعد واهج,طويل,"سارسل من شعر على البعد واهج
عليك لتخزى ما رجا بعد مارج
تخذت سلاح الزور للطعن عدة
ولم تفتكر فيما له من نتائج
فالقيت منك النفس لا عن روية
بهاوية ليست بذات مخارج
وانك في جعل التجسس مهنة
سلكت إلى الغايات شر المناهج
أغرك ان الكذب اصبح سوقه
يروج وان الصدق ليس برائج",5
خبرونا أن قد هجوت ابن رومي,طويل,"خَبَّرُونا أنْ قد هجوتَ ابن رومي
يٍ وما أنت من رجال جهادِهْ
وله حُرمةٌ بخنساء تُغْرِي
كلَّ نفسٍ تودُّها بودادِهْ
لم يزل قَيِّماً لها ذا اخْتِباطٍ
يتأتى لصدْعِها بسدَادِهْ
فاتقِ اللّه يا ابن خنساء في حُرْ
مة شيخٍ عساك من أولادهْ",4
حكى عائبي رجلي فقلت له اتئد,طويل,"حكى عائبي رجلي فقلت له اتئد
رفقت به حلما وأوسعته ضحكا
وقلت له لا تحكني متكلّفا
فمشي بها عند انطلاقي بها أحكى
وكم بين مطبع إلى متكلف
وكم بين ذي حق إلى قائل إفكا",3
كتبت إلى سري بسطر من الهوى,طويل,"كتبت إلى سري بسطر من الهوى
وكاتبه وجدي وحامله قلبي
روته مجاري الدمع عن حب قالبي
وحبي عن روحي وروحي عن ربي
فإن العيون النجل تبكي بلابلي
وتفني مراسيمي وتبريني عن لبي
بأن الهوى ديني وعشي وملتي
وروحي وأحشائي وكلي وقالبي",4
ولي كبد من حب ظمياء أصبحت,طويل,"وَلي كَبِدٌ مِن حُبِّ ظَمياءَ أَصبَحَت
كَذي الجُرحِ يُنكى بَعدَما رَقَأَ الدَمُ
أَصابَ الهَوى قَلباً بَعيداً مِنَ الهَوى
وَما كُلُّ مَن يَبغي السَلامَةَ يَسلَمُ
أُجَمجِمُ عَن عَوّادِ قَومِيَ عِلَّتي
وَحُبُّكُمُ ذاكَ الدَخيلُ المُجَمجَمُ",3
فدى لبني رزيك قوم رفعتهم,طويل,"فدى لبني رزيك قوم رفعتهم
بمدحي ولما يرفعوا للثنا قدرا
لقد زهدتني في رجال صلاتكم
ومن شام نور الشمس لم يحمد الفجرا
بعثت بطرف يسبق الطرف غفوة
وتغدو الرياح الهوج من خلفه حسرا
حكى الورد والياقوت حسناً وحمرة
وتاه فلم يرض العقيق ولا الخمرا
وأرسلته في الحسن وتراً كأنني
أطالب عند النائبات به وترا
نذرت ركوب البرق عند وصوله
فوفيت لما جاءني ذلك النذرا
وقفت القوافي في علاك عرائساً
فساق لها الإحسان في مهرها مهرا",7
ترفع إلى النجم العلي مكانه,طويل,"ترفّعْ إلى النجم العليِّ مكانُه
ونَل كل ما منّاه نفسَك فضلُها
ولا تتكبّرْ عند ذلك كله
فَوَ اللَّهِ ما نلتَ التي أنت أهلُها
عذرتُك لو نلتَ التي أنت دونَها
من الأمرِ أو نلتَ التي أنت عِدلُها
ولا عذرَ إن نِلتَ التي أنت فوقها
على هذه الصغرى التي قلّ عذلُها
أمثلُ الذي قد نلتَ يكبُر قدْرُه
لدى نفسك الكبرى التي ليس مثلُها
ولا عذرَ للحالِ التي ضنَّ فرعُها
علينا بما فيه إذا اشتدّ أصلُها
عهدْنا لك الكفَّ التي جلَّ بذلُها
فلِمْ قلّ لما زادك الله بذْلُها
وما قلّ إلا عندَ عبدِك وحده
وقد جِيد حَزْنُ الأرضِ منها وسهلُها
أضأتَ لأهل الأرضِ غيري وأظلمتْ
لذلك نفسٌ حالف الليلَ رحلُها
وصبّتْ على غيري فجادت بطلِّها
سماؤك حتى غرّق الناس هَطلُها
فأنت لعمري في العلوِّ نظيرُها
وفي المجد مولاها وفي الحسنِ شكلُها
فجدْ مِثلَ ما جادت سحابةُ رحمةٍ
مطبّقةٌ عمَّ الخلائقَ وبلُها
مضى قبلكم قومٌ أطاعت نفوسُهم
هواها فأداها إلى الشرّ جهلُها
وكانوا جرادَ الأرض يُفنون ريعَها
وأنتم تمجُّ الشهدَ للناس نحلُها
بل المثلُ الأعلى لكم من عصابةٍ
غلامُ العلا منكم قديماً وكهلُها",15
يهنونني بالعيد والعيد عندهم,طويل,"يهنونني بالعيد والعيد عندهم
فعندي لهُ اسم وعندهم المعنى
لباسي يوم العيد لبسيَ قبلهُ
وأكليَ باليُسرى كأكليَ باليُمنى
وسيّان عندي العيد واليوم قبله
إذا لم يجللني من النعم الحُسنى",3
بفضلك يا شمس النبيين لا تدع,طويل,"بفضلك يا شمس النبيين لا تدع
رجائي وحاجاتي على ساحل الترك
ولا تلوعني نظرة العطف إنني اع
تماداً على علياك لاو عن الملك
وحقق بعطف منك ظني بجودك ال
عظيم الذي استولى على العرب والترك
فبابك باب اللَه والفضل واحد
وإني بهذا الشان خالٍ من الشك
فقل لعدوي مت مع الهم والأسا
وقل لي بفضل اللَه أدخلت في سلكي",5
ألست ترى اليوم المليح المغايظا,طويل,"ألستَ ترى اليوم المليح المُغايظا
رعاكَ مليكٌ لم يزل لك حافظا
غدا الدجْنُ فيه يقتضي اللهو أهله
وقد يقتضيك الحقَّ من ليس لافظا
فطوراً ترى للشمس فيه ستارةً
وطوراً ترى للشمس طرْفاً مُلاحظا
غدا بالذي أهداه خِلّاً مُلاطفاً
وإن كان ضِدّاً بالصيام مغالظا
تحفَّى فقد أضحى الندى فيه فائضاً
وأعفى فقد أضحى الأذى فيه فائظا
وقد عدم المعصومُ فيه رقيبه
كما عدِم القينات فيه الحوافظا
ولكنه الشهر الذي غاب لهوُهُ
فعادت ملاهي الناس فيه مواعظا
أصامكموه اللَّهُ في ظلِّ غِبطةٍ
وأبْقاكمُ غيْظاً لذي الغِلِّ غائظا
جزاءً بما لقَّيْتموهُ طلاقةً
وخالفتُمُ فيه الشهاوَى اللَّعامِظا
ألا أيها المكنيُّ باسم محمدٍ
فدتْك نفوسُ اللاحظيك الملاحظا
حكى يومُنا هذا نداكَ وحُسنَه
إذا ما غدا يحمي نثاك مُحافظا
على أنه لم يحْكِ فعلك إنما
حكى وعْدك الغوثَ النفوسَ الفوائظا
ولم يحك شيئاً من ذكائك إنه
إذا كنتَ فيه شاتياً كنت قائظا
فعش لابن حاجاتٍ وصاحب دولة
إذا الأمر أضحى فادحَ الثِّقل باهظا",14
نعوك بهم كان النعي ولم تمت,طويل,"نَعَوكَ بِهِم كانَ النَعيُّ وَلَم تَمُت
وَلَو مُتَّ ماتَ الظَرفُ أَجمَعَ كُلُّهُ
وَما اِستَثقَلوا مِن مُدَّةٍ قَد تَكامَلَت
وَمِن عُمُرٍ لَم يَبقَ إِلّا أَقَلُّهُ
عَلى أَنَّ لَهواً لِلصَديقِ يَسُرُّهُ
وَدَرءً عَلى حَدِّ العَدُوِّ يَفُلُّهُ
بَقيتَ أَبا العَيناءِ فينا وَلا يَزَل
لَنا ظِلُّ أُنسٍ في ذَراكَ نَحُلُّهُ",4
ألا إن قوما كنتم أمس دونهم,طويل,"ألا إنّ قَوْمًا كُنتمُ أمسِ دُونَهُمْ
همْ مَنعوا جاراتِكُمْ آلَ غُدْرَانِ
عُوَيرٌ ومَن مِثلُ العُوَيرِ وَرَهْطِهِ
وَأسْعَدَ في لَيْلِ البَلابلِ صَفْوَانُ
ثِيَابُ بَني عَوْفٍ طَهَارَى نَقِيّةٌ
وَأوْجُهُهُمْ عِنْدَ المَشَاهدِ غُرَّانُ
هُمُ أَبلَغُوا الحَيَّ المُضَلَّلَ أَهْلَهمْ
وساروا بهمْ بينَ العراقِ ونجرانِ
فَقَدْ أصْبَحُوا وَالله أصْفَاهُمُ بِهِ
أبرَّ بميثاقٍ وأوفى بِجِيرانِ",5
وما وجد أعرابية قذفت بها,طويل,"وَما وَجدُ أَعرابِيّةٍ قَذَفَت بِها
صُرُوفُ النَّوى مِن حَيثُ لَم تَكُ ظَنَّت
تَمَنّت أَحالِيبَ الرِّعاءِ وخَيمةً
بِنَجدٍ فَلَم يُقدَر لَها ما تَمَنَّتِ
إِذا ذَكَرَت ماءَ العِضاهِ وطِيبَهُ
وَبَردَ الحَصَى مِن بَطنِ خَبتٍ أَرَنَّتِ
بِأَعظَمَ منِّى لَوعَةً غَيرَ أَنَّنِى
أجَمجِمُ أَحشائِى على ما أَجّنَّتِ
وَكانَت رِياحٌ تَحملُ الحاجَ بَينَنَا
فَقَد بَخشلَت تِلكَ الرِّياحُ وَضَنَّتِ",5
أفي العدل أن نمسي ولا تذكرينني,طويل,"أفي العدلِ أن نمسي ولا تذكرينني
وقد سفحت عيناي في ذكرك الدما
إلى الله أشكو بخلها وسماحتي
لها عسلٌ مني وتبذلُ علقما
فردي مصابَ القلبِ أنتِ سلبتهِ
ولا تتركيهِ ذاهلَ القلبِ مغرَما
إلى اللَه أشكو أنها أجنبيةٌ
وإني لها ماعشتُ وداً محرما",4
أقول وقد قالت لطالب رفدها,طويل,"أقول وقد قالت لطالب رفدها
رويدك إن الرفق أبقى وألحقُ
إذا أنت لم تسعف جديداً بحاجة
فأنت إذا أخلقت بالرد أخلقُ
وقالت تأنَّ القلبَ يعلق به الهوى
ونعلم يقيناً هل لحبك مصدق
هنالك تؤتى كل نيل طلبته
وتفتح باباً كان دونك يغلق
فقلت لها لم تبعدي غير أنه
مبادرة الآفات يا حبِّ أوثق
أحاذر موتاً فاجعاً أو شُيَيبَةً
أُفاتُ بها أو ألفة تتفرق
وأشياء شتى من قلى وملالة
ومن بَدَلٍ يحلى بعين فَيُعشق
فكيف تُرجِّي أن يدوم وصالنا
على حالة والدهر لونان أبلق",8
إذا زَلَّ أقدامُ المعلّمِ -مدح الأرسنالي,طويل,"إذا زَلَّ أقدامُ المعلّمِ تارةً
ففي جذوَتي منهُ بريقٌ بخافقي
أضاءَ لنا ظَلْمَ الليالي بعلمِهِ
وحلّأنا عن كل أعجمَ ناعقِ
فأحمدُ ربي أن قُرنتُ ""بأحمدٍ""
حريصٍ على علمي، وحينًا مرافقي",3
إذا نلت مأمولا على رأس برهة,طويل,"إذا نلتَ مأمولاً على رأس برهةٍ
حسبْتُك قد أحرزت غُنماً من الغُنمِ
ولم تذكر الغُرْم الذي قد غرمْتَهُ
من العُمُر الماضي ويا لك من غُرْمِ
رأيتُ حياةَ المرء رهناً بموته
وصحَّتَهُ رهناً كذلك بالسُّقمِ
إذا طاب لي عيشي تنغصتُ طيبه
بصدق يقيني أن سيذهبُ كالحُلمِ
ومن كان في عيشٍ يراعي زواله
فذلك في بؤسٍ وإن كان في نُعمِ",5
وأغيد معسول اللمى والمراشف,طويل,"وَأَغيَدَ مَعسولِ اللَمى وَالمَراشِفِ
صَقيلِ المُحَلّى وَالحِلى وَالسَوالِفِ
أَنَختُ بِهِ وَالبَرقُ يَهفو جَناحَهُ
وَلِلدَيمَةِ الهَطلاءِ حَنَّةُ عاطِفِ
فَنادَمتُ حُلوَ البِرِ وَاللَفظِ وَاللِمى
جَميلَ المُحَيّا وَالحِلى وَالعَوارِفِ",3
تعشقت ليلى من وراء حجابها,طويل,"تَعَشَّقتُ لَيلى مِن وَراءِ حِجابِها
وَلَم تَرَ عَيني لَمحَةً مِن جَنابِها
فَكَيفَ سُلُوّي إِذ أُميطَت سُتورُها
وَزُحزِحَ إِذ وافَيتُ فَضلُ نِقابِها
وَكَم أَمكَنَتني فُرصَةٌ في اِختِلاسِها
وَبِتُّ وَقَلبي طامِعٌ في اِغتِصابِها
فَأَجلَلتُها عَن أَن أَراها بِريبَةٍ
وَلَم يُرضِني إِلّا الدُخولُ بِبابِها",4
أقول لأصحابي ألا ماء بارد,طويل,"أَقُول لأَصحابي أَلا ماء بارِدٌ
فَقَد قَدَحَت في القَلبِ نارُ زِنادِ
فَجاءُوا بكُوزٍ أَحمَرِ اللَونِ قانيءٍ
وَحافاتُهُ مَطلِيَّةٌ بِسَوادِ
فَقُلتُ عُيونُ الكوزِ سُودٌ لذكرة
عُيون حَبيبٍ باخلٍ بِمِدادِ
وَما لَونُهُ إِلا يُشابه حُمرةً
بِوَجنَةِ مَولىً مالِكٍ لِقِيادِ
أَيا عَجَباً هَذا الجَمادُ محرِّكٌ
رَسيس الهَوى في قَلبِ أَهيمَ صادِ
أَراني مَتى أنظُر لِشَيءٍ أَجِد بِهِ
مشابهَ حسن في الحَبيبِ بِوادِ
يَلَذُّ لِقَلبِي ما يُريدُ حَبيبُهُ
دَوامُ سهادٍ وَالتزامُ وَسادِ
وَتركُ غِذاءٍ غَيرَ ذكرى حَبيبة
فَذاكَ إِلى أُخراه فَضلَةُ زادِ",8
إذا زَلَّ أقدامُ المعلّمِ -مدح الأرسنالي,طويل,"إذا زَلَّ أقدامُ المعلّمِ تارةً
ففي جذوَتي منهُ بريقٌ بخافقي
أضاءَ لنا ظَلْمَ الليالي بعلمِهِ
وحلّأنا عن كل أعجمَ ناعقِ
فأحمدُ ربي أن قُرنتُ ""بأحمدٍ""
حريصٍ على علمي، وحينًا مرافقي",3
بروق وأمطار فيا هول ما أرى,طويل,"بروقٌ وأمطار فيا هول ما أرى
لقد جُنَّ هذا الكون من رؤيتي وحدي
أنيران قلبي تجعل الكون دمعة
تحول بها عيناي سهدا على سهد
ثعابين أرآها فماذا تريدهُ
وأشبال اساد فررن من المهد
فيا رب أنت اللَه جل ثناؤه
وأنت مجير الشوك من نفحة الورد
أجر هذه الدنيا بلطفك رحمة
بقوم سيلقون المكارة من بعدي
أمكةُ هل ذنبٌ إليك جنيتهُ
سوى الحب من قلب تجسّم في دمعي
أطوف به اسوان جذلان صادياً
واسقى ديار الحب ربعا إلى ربع
إذا طغت الريح العصوف زجرتها
فما ثمّ صوتٌ غير صوتك في سمعي
عليك سلام الحب يا خير دارةٍ
ولا تجزعي إن الفراق إلى رجع
فإن أنا لم أرجع إليك فإنني
سألقاك يوم الحشر في ذلك الجمع",10
يهنئك المملوك بالعشر والشهر,طويل,"يُهَنِّئُكَ المَملوكُ بِالعَشرِ وَالشَهرِ
وَبِالعيدِ عيدِ النَحرِ يا مَلِكَ العَصرِ
وَيُنهي إِلى العِلمِ الشَريفِ بِأَنَّهُ
عَلى قَدَمِ الإِخلاصِ في السِرِّ وَالجَهرِ
وَها أَنا ذا أَدعو لَكَ اللَهَ دائِماً
مَعَ الصَلَواتِ الخَمسِ وَالشَفعِ وَالوِترِ
وَآمَلُ أَنّي إِن أَعِش لَكَ مُدَّةً
سَتَبقى لَكَ الأَيّامُ في طَيِّبِ الذِكرِ
وَإِنّي لَأَرجو أَنَّ جودَكَ شامِلي
قَريباً عَلى قَدرِ اِهتِمامَكَ لا قَدري
وَإِنَّكَ إِن أَولَيتَني مِنكَ أَنعُماً
فَإِنّي مَلِيٌّ بِالدُعاءِ وَبِالشُكرِ
تَشُدُّ بِها أَزري وَتَقوى بِها يَدي
تُعِزُّ بِها قَدري تُزيدُ بِها وَقري
لَعَلَّ الَّذي في أَوَّلِ العُمرِ فاتَني
تُعَوِّضُنيهِ أَنتَ في آخِرِ العُمرِ
وَيالَيتَ أَعمارَ الأَنامِ لَكَ الفِدا
وَأَوَّلُهُم عُمري وَأَسبَقُهُم ذِكري",9
حلمت بان الدهر لي يتبسم,طويل,"حلمت بان الدهر لي يتبسم
ورب شقى بالسعادة يحلم
فلما انقضى ليلي وعدت ليقظتي
رأيت نهاري عابسا يتجهم
يغم فؤادي اليوم ما فيه سلوة
ويقبض نفسي الليل ما فيه انجم
كأن نهاري صنو ليل يجنني
وليلي قبر ضيق الجوف مظلم
فسيان ليلي والنهار كلاهما
عليه ظلام من همومي مخيم
فليلي حتى يأتي اليوم اليل
ويومي حتى يأتي الليل ايوم
وللحر آلام كثار وانما
على قدر الاحساس يأتي التألم
لقد عاب اقوام على تبرمي
واي امرء يشقى ولا يتبرم
وليس على ضيم يقيم سوى الذي
اذا ناله ضيم فلا يتألم
ويغسل ادران السياسة كلها
من الارض كل الارض شيء هو الدم
عظيم من استولى على الناس كلهم
ولكن من استغنى عن الناس اعظم
هنالك مغرور يظن بانه
سيبقى بما في حوزه يتنعم
ويعتز بالصرح الذي شرفاته
حوته كأن الصرح لا يتهدم",13
